[1/10000]: param_kd=01, param_n=01, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[7759/10000]: param_kd=09, param_n=08, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[7760/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.300 -> accuracy=0.4
[7761/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[7762/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[7763/10000]: param_kd=09, param_n=05, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[7764/10000]: param_kd=07, param_n=08, param_alpha=06, param_delta=0.000 -> accuracy=0.4
[7765/10000]: param_kd=06, param_n=10, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7766/10000]: param_kd=09, param_n=10, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7767/10000]: param_kd=08, param_n=04, param_alpha=06, param_delta=0.500 -> accuracy=0.4
[7768/10000]: param_kd=08, param_n=08, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7769/10000]: param_kd=09, param_n=01, param_alpha=05, param_delta=0.700 -> accuracy=0.4
[7770/10000]: param_kd=08, param_n=05, param_alpha=09, param_delta=0.900 -> accuracy=0.4
[7771/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.400 -> accuracy=0.4
[7772/10000]: param_kd=09, param_n=04, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[7773/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.000 -> accuracy=0.4
[7774/10000]: param_kd=10, param_n=02, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[7775/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[7776/10000]: param_kd=09, param_n=10, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7777/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[7778/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.300 -> accuracy=0.4
[7779/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[7780/10000]: param_kd=09, param_n=08, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[7781/10000]: param_kd=09, param_n=05, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[7782/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[7783/10000]: param_kd=09, param_n=01, param_alpha=05, param_delta=0.800 -> accuracy=0.4
[7784/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[7785/10000]: param_kd=08, param_n=08, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7786/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[7787/10000]: param_kd=08, param_n=04, param_alpha=06, param_delta=0.600 -> accuracy=0.4
[7788/10000]: param_kd=06, param_n=10, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[7789/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.500 -> accuracy=0.4
[7790/10000]: param_kd=10, param_n=02, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[7791/10000]: param_kd=09, param_n=04, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[7792/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[7793/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[7794/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[7795/10000]: param_kd=09, param_n=10, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[7796/10000]: param_kd=09, param_n=01, param_alpha=05, param_delta=0.900 -> accuracy=0.4
[7797/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.400 -> accuracy=0.4
[7798/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[7799/10000]: param_kd=09, param_n=05, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[7800/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[7801/10000]: param_kd=08, param_n=08, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[7802/10000]: param_kd=10, param_n=02, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[7803/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.600 -> accuracy=0.4
[7804/10000]: param_kd=09, param_n=08, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[7805/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[7806/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[7807/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[7808/10000]: param_kd=08, param_n=04, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7809/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[7810/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.000 -> accuracy=0.4
[7811/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[7812/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[7813/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[7814/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[7815/10000]: param_kd=10, param_n=02, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[7816/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.500 -> accuracy=0.4
[7817/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[7818/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.500 -> accuracy=0.4
[7819/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7820/10000]: param_kd=09, param_n=05, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[7821/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[7822/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[7823/10000]: param_kd=08, param_n=05, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[7824/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.100 -> accuracy=0.4
[7825/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[7826/10000]: param_kd=09, param_n=08, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[7827/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[7828/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[7829/10000]: param_kd=08, param_n=04, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7830/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[7831/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[7832/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7833/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[7834/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.600 -> accuracy=0.4
[7835/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.600 -> accuracy=0.4
[7836/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[7837/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7838/10000]: param_kd=09, param_n=05, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[7839/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.200 -> accuracy=0.4
[7840/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[7841/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[7842/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.200 -> accuracy=0.4
[7843/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[7844/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[7845/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[7846/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.100 -> accuracy=1.0
[7847/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[7848/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[7849/10000]: param_kd=08, param_n=04, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[7850/10000]: param_kd=08, param_n=01, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[7851/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[7852/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[7853/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[7854/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.700 -> accuracy=0.4
[7855/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[7856/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[7857/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.300 -> accuracy=0.4
[7858/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[7859/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[7860/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[7861/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[7862/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[7863/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[7864/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.300 -> accuracy=0.4
[7865/10000]: param_kd=08, param_n=01, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[7866/10000]: param_kd=08, param_n=04, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[7867/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[7868/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[7869/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[7870/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[7871/10000]: param_kd=09, param_n=03, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[7872/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.400 -> accuracy=0.4
[7873/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[7874/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.800 -> accuracy=0.4
[7875/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.800 -> accuracy=0.4
[7876/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[7877/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.200 -> accuracy=1.0
[7878/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[7879/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[7880/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[7881/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[7882/10000]: param_kd=08, param_n=01, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[7883/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[7884/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[7885/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.400 -> accuracy=0.4
[7886/10000]: param_kd=08, param_n=06, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[7887/10000]: param_kd=08, param_n=04, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[7888/10000]: param_kd=09, param_n=03, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[7889/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[7890/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[7891/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.500 -> accuracy=0.4
[7892/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[7893/10000]: param_kd=08, param_n=07, param_alpha=03, param_delta=0.900 -> accuracy=0.4
[7894/10000]: param_kd=09, param_n=07, param_alpha=05, param_delta=0.900 -> accuracy=0.4
[7895/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[7896/10000]: param_kd=08, param_n=01, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[7897/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[7898/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.000 -> accuracy=0.4
[7899/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[7900/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.000 -> accuracy=0.4
[7901/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[7902/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[7903/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[7904/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[7905/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[7906/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.500 -> accuracy=0.4
[7907/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.600 -> accuracy=0.4
[7908/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.300 -> accuracy=1.0
[7909/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.100 -> accuracy=0.4
[7910/10000]: param_kd=09, param_n=03, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[7911/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.100 -> accuracy=0.4
[7912/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7913/10000]: param_kd=08, param_n=04, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[7914/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[7915/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[7916/10000]: param_kd=08, param_n=01, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[7917/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[7918/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.200 -> accuracy=0.4
[7919/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[7920/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[7921/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[7922/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[7923/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.300 -> accuracy=0.4
[7924/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[7925/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7926/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[7927/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[7928/10000]: param_kd=09, param_n=03, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[7929/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[7930/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[7931/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[7932/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.400 -> accuracy=0.4
[7933/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.600 -> accuracy=0.4
[7934/10000]: param_kd=09, param_n=09, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[7935/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7936/10000]: param_kd=08, param_n=01, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7937/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[7938/10000]: param_kd=08, param_n=04, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[7939/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[7940/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[7941/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.500 -> accuracy=0.4
[7942/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[7943/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[7944/10000]: param_kd=10, param_n=05, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[7945/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7946/10000]: param_kd=10, param_n=03, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[7947/10000]: param_kd=09, param_n=09, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[7948/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[7949/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.600 -> accuracy=0.4
[7950/10000]: param_kd=10, param_n=05, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[7951/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[7952/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[7953/10000]: param_kd=09, param_n=03, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[7954/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.700 -> accuracy=0.4
[7955/10000]: param_kd=09, param_n=06, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[7956/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[7957/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[7958/10000]: param_kd=10, param_n=05, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[7959/10000]: param_kd=08, param_n=06, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[7960/10000]: param_kd=07, param_n=09, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[7961/10000]: param_kd=08, param_n=09, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[7962/10000]: param_kd=09, param_n=09, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[7963/10000]: param_kd=08, param_n=08, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[7964/10000]: param_kd=08, param_n=07, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[7965/10000]: param_kd=08, param_n=04, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[7966/10000]: param_kd=09, param_n=07, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[7967/10000]: param_kd=10, param_n=05, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[7968/10000]: param_kd=09, param_n=01, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[7969/10000]: param_kd=10, param_n=03, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[7970/10000]: param_kd=08, param_n=06, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[7971/10000]: param_kd=09, param_n=10, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[7972/10000]: param_kd=10, param_n=02, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[7973/10000]: param_kd=09, param_n=01, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[7974/10000]: param_kd=09, param_n=06, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[7975/10000]: param_kd=09, param_n=03, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[7976/10000]: param_kd=09, param_n=01, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[7977/10000]: param_kd=09, param_n=04, param_alpha=05, param_delta=0.800 -> accuracy=0.4
[7978/10000]: param_kd=09, param_n=01, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[7979/10000]: param_kd=10, param_n=05, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[7980/10000]: param_kd=09, param_n=09, param_alpha=02, param_delta=0.200 -> accuracy=0.4
